Variable Name,Defintion/ Cluster name,Type of Variable,Date announced,Date of last onset,Missing observations,Source,Dataset,State,District,Category,Status,New Cases,Total cases,Active cases,Tests,ICU admission,Deaths,Recovered
persiaran_hulu,Persiaran Hulu,Time-series (numeric),8/2/2021,7/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,workplace,ended,0,19,0,54,0,0,19
persiaran_indahpura_utama,Persiaran Indahpura Utama,Time-series (numeric),7/4/2021,6/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Kulai, Johor Bahru, Batu Pahat",workplace,ended,0,11,0,36,0,0,11
persiaran_jaya,Persiaran Jaya,Time-series (numeric),5/2/2021,27/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,workplace,ended,0,89,0,122,0,0,89
persiaran_kempas_baru,Persiaran Kempas Baru,Time-series (numeric),4/3/2021,3/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,highRisk,ended,0,27,0,150,0,0,27
persiaran_kuala,Persiaran Kuala,Time-series (numeric),12/1/2021,5/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Putrajaya & WP Kuala Lumpur","Petaling, Klang, Sabak Bernam, Kuala Selangor, Putrajaya & Kepong",workplace,ended,0,100,0,2077,0,0,100
persiaran_kuala2,Persiaran Kuala 2,Time-series (numeric),27/5/2021,6/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang, Gombak, Kuala Langat",workplace,active,0,34,0,2804,0,0,34
persiaran_lavender,Persiaran Lavender,Time-series (numeric),15/5/2021,16/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,"Seremban, Kuala Pilah, Port Dickson",religious,active,0,114,0,441,0,0,114
persiaran_layar_perak,Persiaran Layar Perak,Time-series (numeric),5/5/2021,19/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,workplace,active,0,44,0,257,0,1,43
persiaran_maktab,Persiaran Maktab,Time-series (numeric),25/3/2021,8/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor , WP Kuala Lumpur & WP Putrajaya","Klang, Hulu Langat, Gombak, Petaling, Lembah Pantai, Putrajaya",education,ended,0,25,0,70,0,0,25
persiaran_masjid5,Persiaran Masjid Lima,Time-series (numeric),12/5/2021,9/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Putrajaya","Petaling, Klang, Kuala Selangor, Kuala Langat, Sabak Bernam, Putrajaya",workplace,active,0,49,0,220,0,0,49
persiaran_medini_sentral,Persiaran Medini Sentral,Time-series (numeric),4/5/2021,13/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,workplace,active,0,10,0,48,0,0,10
persiaran_meru_raya,Persiaran Meru Raya,Time-series (numeric),6/5/2021,15/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,"Kinta, Manjung, Kuala Kangsar, Larut, Matang & Selama",workplace,active,0,48,0,139,0,0,48
persiaran_perbandaran,Persiaran Perbandaran,Time-series (numeric),21/5/2021,10/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang, Hulu Langat",workplace,active,0,40,0,224,0,0,40
persiaran_perkilangan,Persiaran Perkilangan,Time-series (numeric),27/1/2021,9/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor,WP Kuala Lumpur & WP Putrajaya ","Petaling, Klang, Sepang, Kuala Selangor, Kepong, Lembah Pantai, Cheras, Titiwangsa, Putrajaya",workplace,ended,0,1044,0,2828,0,0,1044
persiaran_perpaduan_usj,Persiaran Perpaduan USJ,Time-series (numeric),7/5/2021,2/7/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang, Kuala Selangor, Kuala Langat",workplace,active,0,63,0,149,0,0,63
persiaran_raja,Persiaran Raja,Time-series (numeric),2/5/2021,1/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,workplace,active,0,13,0,41,0,0,13
persiaran_raya,Persiaran Raya,Time-series (numeric),1/2/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Manjung,workplace,ended,0,42,0,96,0,0,42
persiaran_sabak,Persiaran Sabak,Time-series (numeric),31/1/2021,31/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,workplace,ended,0,52,0,440,0,0,52
persiaran_salahuddin,Persiaran Salahuddin,Time-series (numeric),12/4/2021,16/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Selangor","Putrajaya, Sepang",workplace,ended,0,15,0,41,0,0,15
persiaran_selatan,Persiaran Selatan,Time-series (numeric),15/1/2021,27/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru & Kota Tinggi,workplace,ended,0,67,0,211,0,0,67
persiaran_sepang11,Persiaran Sepang Sebelas,Time-series (numeric),28/5/2021,27/8/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Sepang,community,active,0,113,0,171,0,0,113
persiaran_setia_prima,Persiaran Setia Prima,Time-series (numeric),5/5/2021,15/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang",education,active,0,37,0,271,0,0,37
persiaran_sinaran_ilmu,Persiaran Sinaran Ilmu,Time-series (numeric),1/5/2021,6/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,education,active,0,12,0,36,0,0,12
persiaran_sri_saujana,Persiaran Sri Saujana,Time-series (numeric),23/4/2021,22/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Kota Tinggi, Johor Bahru",education,ended,0,8,0,441,0,0,8
persiaran_subang,Persiaran Subang,Time-series (numeric),29/1/2021,16/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang & Petaling,workplace,ended,0,168,0,538,0,0,168
persiaran_synergi_utama,Persiaran Synergi Utama,Time-series (numeric),13/2/2021,1/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai & Kota Tinggi,workplace,ended,0,228,0,712,0,0,228
persiaran_tanjung,Persiaran Tanjung,Time-series (numeric),23/1/2021,3/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru & Kota Tinggi,workplace,ended,0,38,0,152,0,0,38
persiaran_tasek,Persiaran Tasek,Time-series (numeric),20/1/2021,22/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Kinta & Kuala Kangsar,workplace,ended,0,23,0,181,0,0,23
persiaran_teknologi,Persiaran Teknologi,Time-series (numeric),6/1/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kulai & Johor Bahru,workplace,ended,0,297,0,507,0,0,297
persiaran_utama,Persiaran Utama,Time-series (numeric),5/4/2021,10/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,"Seremban, Rembau",workplace,active,0,73,0,303,0,0,73
persiaran_utara,Persiaran Utara,Time-series (numeric),14/5/2021,30/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Johor, Melaka","Kota Tinggi, Alor Gajah",workplace,active,0,45,0,153,0,0,45
persiaran1,Persiaran Satu,Time-series (numeric),12/5/2021,17/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Cheras,workplace,active,0,29,0,93,0,0,29
persimpangan_batu_arang,Persimpangan Batu Arang,Time-series (numeric),12/5/2021,8/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Gombak, Hulu Selangor",workplace,active,0,228,0,693,0,0,228
perusahaan_amari,Perusahaan Amari,Time-series (numeric),15/3/2021,14/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Gombak,workplace,ended,0,8,0,24,0,0,8
perusahaan_baru,Perusahaan Baru,Time-series (numeric),21/2/2021,8/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Tengah, Seberang Perai Selatan, Seberang Perai Utara, Kulim",workplace,ended,0,101,0,420,0,0,97
perusahaan_baru2,Perusahaan Baru Dua,Time-series (numeric),30/4/2021,13/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Kedah, Perak","Seberang Perai Tengah, Seberang Perai Utara, Seberang Perai Selatan, Timur Laut, Kuala Muda, Kulim, Baling, Padang Terap, Kota Setar, Kerian, Larut, Matang & Selama",workplace,active,0,375,0,4287,0,1,374
perusahaan_jln_bukit,Perusahaan Jalan Bukit,Time-series (numeric),28/2/2021,19/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,workplace,ended,0,314,0,699,0,0,314
perusahaan_lpk,Perusahaan LPK,Time-series (numeric),25/3/2021,16/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kedah,Kuala Muda,workplace,ended,0,88,0,943,0,0,88
perusahaan_maju10,Perusahaan Maju Sepuluh,Time-series (numeric),26/5/2021,7/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan",workplace,active,0,30,0,51,0,0,30
perusahaan_maju6,Perusahaan Maju Enam,Time-series (numeric),25/5/2021,31/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Seberang Perai Tengah,workplace,active,0,16,0,105,0,0,16
perusahaan_maju8,Perusahaan Maju Lapan,Time-series (numeric),15/5/2021,31/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Tengah, Seberang Perai Utara",workplace,active,0,90,0,490,0,0,90
perusahaan_perai3,Perusahaan Perai Tiga,Time-series (numeric),8/4/2021,13/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Seberang Perai Tengah, Seberang Perai Utara, Timur Laut",workplace,ended,0,68,0,207,0,0,68
perusahaan_valdor,Perusahaan Valdor,Time-series (numeric),28/5/2021,7/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Seberang Perai Selatan,workplace,active,0,93,0,163,0,0,93
perusahaan1_batu_caves,Perusahaan Satu Batu Caves,Time-series (numeric),28/5/2021,2/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Gombak,workplace,active,0,11,0,73,0,0,11
perusahaan10,Perusahaan 10,Time-series (numeric),5/3/2021,20/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,"Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Timur Laut, Kuala Muda, Kulim",workplace,ended,0,177,0,423,0,0,177
pesantren,"Pesantren Magetan, Jawa Timur",Time-series (numeric),19/4/2020,19/4/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Melaka, Negeri Sembilan, Sarawak & Selangor","Putrajaya, Melaka Tengah, Seremban, Kuching & Sepang",import,active,0,238,0,400,0,0,238
pintasan_kg_jawa,Pintasan Kampung Jawa,Time-series (numeric),21/4/2021,25/7/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah",workplace,active,0,116,0,1068,0,0,116
pintu_air_relau,Pintu Air Relau,Time-series (numeric),28/4/2021,16/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Kedah, Perlis, Pulau Pinang, Perak","Bandar Baharu, Kota Setar, Kubang Pasu, Kuala Muda, Kulim, Kangar, Seberang Perai Selatan, Seberang Perai Tengah, Kerian",community,active,0,318,0,1236,0,0,318
pintu_geng,Pintu Geng,Time-series (numeric),28/12/2020,9/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bharu, Tumpat & Tanah Merah",community,ended,0,47,0,476,0,0,47
plastik_subang,Plastik Subang,Time-series (numeric),26/12/2020,21/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling & Klang,workplace,ended,0,133,0,403,0,0,133
plaza,Plaza,Time-series (numeric),15/11/2020,5/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu,workplace,ended,0,34,0,372,0,0,34
pompod,Pompod,Time-series (numeric),25/12/2020,10/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Belud & Kudat,detentionCentre,ended,0,25,0,224,0,0,25
pona,Pona,Time-series (numeric),10/3/2021,9/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,import,ended,0,8,0,25,0,0,8
pondok_belaga,Pondok Belaga,Time-series (numeric),26/4/2021,25/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Belaga,workplace,ended,0,10,0,255,0,0,26
pondok_hidayah,Pondok Hidayah,Time-series (numeric),15/1/2021,24/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Machang,education,ended,0,56,0,372,0,0,56
prestij,Prestij,Time-series (numeric),19/11/2020,9/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,"Lembah Pantai, Titiwangsa & Cheras",workplace,ended,0,34,0,631,0,0,34
pts_sibuga,PTS Sibuga,Time-series (numeric),28/11/2020,12/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Sandakan,detentionCentre,ended,0,228,0,1184,0,1,227
pts_tawau,PTS Tawau,Time-series (numeric),2/11/2020,29/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,detentionCentre,ended,0,766,0,2613,0,3,763
pudu,Pudu,Time-series (numeric),18/5/2020,10/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Cheras & Lembah Pantai,community,ended,0,80,0,3387,0,0,80
pui_alkhobar,PUI Al Khobar,Time-series (numeric),24/7/2020,21/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,import,ended,0,2,0,8,0,0,2
pui_bali,PUI Bali,Time-series (numeric),13/4/2020,24/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan & Pahang,Tumpat & Kuantan,import,ended,0,43,0,4211,0,4,39
pui_italy,PUI Itali,Time-series (numeric),5/4/2020,20/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,import,ended,0,65,0,629,0,5,60
pui_melbourne,PUI Melbourne,Time-series (numeric),22/7/2020,22/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching,import,ended,0,3,0,102,0,0,3
pui_novgorod,PUI Novgorod,Time-series (numeric),13/7/2020,7/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka & Selangor,Alor Gajah & Sepang,import,ended,0,6,0,31,0,0,6
pui_pitakwa,PUI Pitakwa,Time-series (numeric),17/7/2020,16/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,Kemaman,import,ended,0,3,0,46,0,0,3
pui_ramnad,PUI Ramnad,Time-series (numeric),22/7/2020,22/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & Putrajaya,Titiwangsa,import,ended,0,3,0,19,0,0,3
pui_shirala,PUI Shirala,Time-series (numeric),17/7/2020,15/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & Putrajaya,Lembah Pantai,import,ended,0,2,0,3,0,0,2
pui_sivagangga,PUI Sivagangga,Time-series (numeric),28/7/2020,28/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Kedah, Perlis & Pulau Pinang","Kubang Pasu, Padang Terap, Kulim, Kangar, Seberang Perai Selatan & Seberang Perai Tengah",import,ended,0,45,0,6056,0,0,45
pujut1,Pujut Satu,Time-series (numeric),10/4/2021,26/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Miri,workplace,ended,0,28,0,122,0,0,28
pulau,Pulau,Time-series (numeric),19/4/2021,12/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Machang, Bachok, Pasir Mas, Tanah Merah, Kota Bharu, Kuala Krai",education,ended,0,348,0,570,0,1,347
pulau_berhala,Pulau Berhala,Time-series (numeric),15/9/2020,14/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kunak, Semporna & Tawau",community,ended,0,53,0,1035,0,0,53
pulau_chondong,Pulai Chondong,Time-series (numeric),6/12/2020,2/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Sandakan,community,active,0,65,0,360,0,0,65
pulau_enoe,Pulau Enoe,Time-series (numeric),31/3/2021,22/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Labuan,Labuan,workplace,ended,0,72,0,3128,0,0,72
pulau_ketam,Pulau Ketam,Time-series (numeric),7/5/2021,14/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Klang, Petaling, Sabak Bernam",community,active,0,29,0,154,0,2,27
pulau_pisang,Pulau Pisang,Time-series (numeric),18/1/2021,28/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Puteh,community,ended,0,12,0,27,0,0,12
pulau_rusa,Pulau Rusa,Time-series (numeric),20/3/2021,19/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Perak Tengah,community,ended,0,15,0,42,0,0,15
pulau5,Pulau Lima,Time-series (numeric),17/2/2021,2/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu,"Marang, Kuala Nerus, Kuala Terengganu, Dungun",workplace,ended,0,26,0,194,0,0,9
puncak_galaksi,Puncak Galaksi,Time-series (numeric),16/12/2020,19/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Kuala Selangor & Klang,workplace,ended,0,180,0,870,0,0,180
pusat_bdr_utara,SubTabligh Sri Petaling - Pasar Borong KL,Time-series (numeric),4/5/2020,1/4/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Kuala Lumpur, Selangor, Negeri Sembilan & Pahang","Kepong, Gombak, Petaling, Jempol, Seremban, Bentong, Bera & Raub",religious,ended,0,204,0,16267,0,1,203
putai,Putai,Time-series (numeric),25/4/2021,30/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Kapit, Bukit Mabong",workplace,active,0,448,0,2212,0,0,448
putra,Putra,Time-series (numeric),10/10/2020,9/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Bintulu,community,ended,0,5,0,190,0,0,5
putra1,Putra Satu,Time-series (numeric),25/3/2021,24/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Selangor, Negeri Sembilan","Putrajaya, Sepang, Seremban",workplace,ended,0,9,0,45,0,0,9
putra15,Putra 15,Time-series (numeric),28/12/2020,30/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Putrajaya & Negeri Sembilan,Putrajaya & Seremban,workplace,ended,0,10,0,56,0,0,10
putra18,Putra-18,Time-series (numeric),18/11/2020,29/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Selangor, Negeri Sembilan & Melaka","Putrajaya, Sepang, Petaling, Klang, Port Dickson & Alor Gajah",community,ended,0,23,0,161,0,1,22
putra3,Putra Tiga,Time-series (numeric),21/4/2021,27/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Selangor, Negeri Sembilan","Putrajaya, Petaling, Sepang, Seremban",workplace,active,0,22,0,57,0,0,22
putra7,Putra Tujuh,Time-series (numeric),22/1/2021,15/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Putrajaya, Selangor & WP Kuala Lumpur","Putrajaya, Petaling, Kepong, Lembah Pantai & Cheras",highRisk,ended,0,28,0,245,0,0,28
rajang,Rajang,Time-series (numeric),22/3/2021,2/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Sarikei, Tanjung Manis, Kuching",community,ended,0,40,0,492,0,2,38
rajawali,Rajawali,Time-series (numeric),14/11/2020,20/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Timur Laut & Barat Daya,community,ended,0,11,0,268,0,0,11
rakut,Rakut,Time-series (numeric),19/1/2021,27/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Miri, Bintulu, Julau, Kuching, Subis, Beluru & Telang Usan",community,ended,0,188,0,920,0,0,188
ramai2,Ramai-Ramai,Time-series (numeric),6/10/2020,5/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Sandakan,workplace,ended,0,278,0,801,0,1,277
rambai,Rambai,Time-series (numeric),29/12/2020,8/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, Melaka & Negeri Sembilan","Petaling, Melaka Tengah, Alor Gajah & Rembau",community,ended,0,18,0,137,0,0,18
ranggu,Ranggu,Time-series (numeric),30/3/2021,26/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Tawau,community,ended,0,104,0,265,0,0,101
rantau_cempaka,Rantau Cempaka,Time-series (numeric),19/1/2021,18/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang & Selangor,Maran & Hulu Langat,community,ended,0,14,0,57,0,0,14
rantau_lada,Rantau Lada,Time-series (numeric),17/1/2021,16/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Temerloh & Maran,community,ended,0,19,0,58,0,0,19
rantau_semarak,Rantau Semarak,Time-series (numeric),1/1/2021,16/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang & Selangor,"Maran, Kuantan, Temerloh & Gombak",community,ended,0,44,0,69,0,0,44
rantau_siantan,Rantau Siantan,Time-series (numeric),8/5/2021,10/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,"Temerloh, Maran, Kuantan, Jerantut",community,active,0,17,0,222,0,0,17
rantau_tg,Rantau Tanjung,Time-series (numeric),4/2/2021,12/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,"Maran, Jerantut",community,ended,0,56,0,846,0,0,56
rapat,Rapat,Time-series (numeric),22/12/2020,8/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,"Kinta, Perak Tengah & Kampar",workplace,ended,0,60,0,1985,0,0,60
raub_jaya,Raub Jaya,Time-series (numeric),29/4/2021,13/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,"Raub, Lipis, Bentong",community,active,0,123,0,1325,0,0,123
rawa_akasia,Rawa Akasia,Time-series (numeric),1/1/2021,22/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Kedah & Perak","Timur Laut, Barat Daya, Seberang Perai Tengah, Seberang Perai Selatan, Seberang Perai Utara, Kulim, Kuala Muda, Kerian, Larut, Matang & Selama",workplace,ended,0,321,0,1024,0,0,321
rawang_bestari,Rawang Bestari,Time-series (numeric),16/2/2021,10/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Gombak, Hulu Selangor",workplace,ended,0,128,0,673,0,0,128
rayang,Rayang,Time-series (numeric),25/4/2021,10/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Serian,community,active,0,95,0,1348,0,0,95
redong1,Redong Satu,Time-series (numeric),22/5/2021,6/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Segamat, Kota Tinggi",community,active,0,209,0,2691,0,5,204
rembau,SubTabligh Sri Petaling - Rembau,Time-series (numeric),8/4/2020,14/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Negeri Sembilan,Rembau,religious,ended,0,53,0,538,0,0,53
rengas,Rengas,Time-series (numeric),6/11/2020,25/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Perak, Pulau Pinang & Kedah","Kuala Kangsar, Larut Matang, Selama, Kerian, Seberang Perai Selatan & Kulim",education,ended,0,136,0,991,0,0,136
renggam,Renggam,Time-series (numeric),2/1/2021,26/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Sepang & Klang",workplace,ended,0,89,0,1039,0,0,89
rengit_sentral,Rengit Sentral,Time-series (numeric),3/1/2021,14/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Kota Tinggi, Kluang & Johor Bahru",workplace,ended,0,18,0,170,0,0,18
